Unnamed: 0,text,label
3054,bagus far berfungsi,Happy
3055,paking rapih jebol,Fear
3056,beli barang barang nya status selesai pengembalian uang,Fear
3057,yg pesan warna ngga sesuai klu ngga bilang aja ngga jgn bilang beli,Anger
3058,desainnya mewah warnanya indah ukurannya nyaman memakai produk sesuai foto produk kemasan asli asli,Love
3059,terima kasih menjual seruling yamaha ori barang cepat,Happy
3060,kemasan diperbaiki parfum bocor,Fear
3061,membeli sepatu ukuran berbeda dikirim sepatu pengajuan klaim penukaran diterima uang merugikan pelanggan order biaya ongkir ditanggung kualitas sepatu prima daerah tongue jahitannya loncat pengalaman mengecewakan,Anger
3062,berfungsi korea,Happy
3063,mantap banget ikan cupang sehat lincah langsung menyatukan larutan aquarium ekor sirip half moon bgt,Love
3064,barang sesuai permintaan emas alih mengirim merek putih merek,Anger
3065,alhamdulillah dpt traktiran tokopedia semoga ngasih gratisan sesuai ukuran gak papa makasih seller yg udah rela ngasih kepakek utk rumah aja warnanya cantik menerawang,Happy
3066,penjual positif respons cepat respons cepat diterima produk positif rusak sesuai gambar deskripsi penjual disarankan,Love
3067,bahannya nyaman beban tersebar merata bahannya fleksibel gampang dipakai desain ergonomis nyaman punggung,Happy
3068,bagus barangnya cepet nyampeknya,Happy
3069,barang bagus,Love
3070,dicoba controller berfungsi feel tombolnya oke cocok suka main game casual,Happy
3071,mudah copot lengket kaca mobil spion,Sadness
3072,dipake lngsung sobek bahanya tipis,Sadness
3073,warna putih dikasih hijau seller alasan babibu,Anger
3074,memiliki layanan menyerah,Anger
3075,bisnis bisnis toleransi kali membeli steker rusak menganggap kurir transaksi admin menjual memeriksa mengirim jujur kecewa membeli barang murah rusak berbelanja toko,Anger
3076,langganan bulanan recommended,Love
3077,raknya letoy bgt kalo naro sepatu pasang takut roboh kirain kuat letoy bgt,Fear
3078,gk pakai tali krng,Sadness
3079,barang nya sdh coba tdk berpungsi dgn nggak conek dgn iphone sy,Sadness
3080,wow murah pengepakannya rapi produknya bagus keren uhuuy pisan hehehehehe,Love
3081,langsung sobek pas kali pake,Sadness
3082,pembelian puas barang disukai produk produk anabul,Love
3083,kualitas tali topeng jelek tipis harga mahal mendapatkannya batas,Fear
3084,maaf kecewa pengguna fahhampton membeli isi tes tester farhampton jatuh cinta langsung membeli berubah hak bertahan hidup proyek penguji baunya jatuh cinta tes aroma,Sadness
3085,terhormat kereen seller deh rampas kasih bantuannya,Love
3086,beli tgl dikirim tgl lelet free buku gambar ga dikasih klo ga bilang bro jgn diem aja udah beli free jgn beli lg,Anger
3087,kualitas produk bagus,Happy
3088,cepet banget kepotek ancur,Sadness
3089,warna putih penjual hijau penyebab capo,Anger
3090,barang sesuai deskripsi pengiriman sesuai harapan terima kasih,Happy
3091,bagussss repat peraturan,Love
3092,barangnya bagus,Anger
3093,cat kuku mengirimkan tanggapan penjual menyesal pesanan kali terima kasih,Love
3094,bahannya adem nyaman dipakai,Happy
3095,tdk sesuai pesanan,Fear
3096,gaenak basi iuhhhh plis beli gamau motong rezeki mu sriusan basi busuk apek cuankinya mlempem bocinyaa busuk bumbunya makmur dah ga seger kemasannya makmur dah berdebugituu ahhhhh nyesell jualan niat cari uangnya aja cari rasaaaa kualitas,Anger
3097,ga packing bubble nya,Anger
3098,sip barang sesuai bahannya spundbond pesen dpt ukuran yg sobek overall positive thanks impodio,Happy
3099,bawaan komplain direspon alamat yg beli cek,Fear
3100,rambenj,Anger
3101,pesanan sdh mendarat kualitas barang bagus pengiriman cepat,Happy
3102,kualitas kaos kakinya bagus tebal,Happy
3103,janjinya kaleng kaleng yg kaleng kecewa bangetttt,Sadness
3104,beli toko udah etikat ngasih penjelasan colokan mic soundcard nya gak berfungsi pesan yg read gak ad tanggapan mbak mas tolong jualan yg amanah transaksi jualbeli berkah sah kalo gak ikhlas gak berkah jualan mksh,Fear
3105,mantappp,Love
3106,beli kesalahan jelek rekannya,Sadness
3107,mantap kali order ulang,Happy
3108,minat membeli konfirm game ultraman evolution donk barang sungguh mengecewakan terima kasih hati hati kalo konfirmasi kelengkapan barang pembeli fokus nya perhatikan permintaan game nya,Sadness
3109,wow sm jam respons kerugian memilih,Fear
3110,bagasi yg dikirim gk setimpal modelnya,Anger
3111,barangnya lurus bgt kuat sisirnya jg ga tajem tombol kliknya praktis,Love
3112,mantap ok sesuai produk deskripsi,Happy
3113,barang sesuai pesanan dikirim cepat,Happy
3114,memuaskan,Love
3115,persediaan stok kakak sekolah joyko pilihannya barang original terimakasih pelayanan terbaik deh,Happy
3116,diterima produk sesuai nyaman dipakai terima kasih,Happy
3117,wooy gimana kirim pesan loh coba cek yg dipesan,Anger
3118,barang sampainya,Anger
3119,pesanan cepat seller fast respon,Happy
3120,istimewa,Love
3121,terima kasih produk bagus,Happy
3122,orderan sesuai kualitasnya pengiriman,Happy
3123,produk murni donk ayu,Love
3124,barangnya berkualitas harganya miring warnanya bagus gak kayak barang murah puassss,Happy
3125,puas barang diterima kondisi kendala,Happy
3126,ditagih pengiriman kecewa kepala pengisi daya ditagih laptop terhubung dikenakan biaya,Sadness
3127,kabel tolong teliti pengiriman nya,Fear
3128,respon cepat tp sayang tdk sesuai harapan ukuran s nya kantong tanda pangkat pundak sebelah kiri sebelah kanan posisi kancing tdk pas melengkung kesannya yg menjahit rekomendasi,Fear
3129,bahan tipis sesuai motif garis spt pink dikirim warna fotonya diganti pajang foto yg gak sesuai brg ready pesen strip yg yg cb dicek warna pink,Sadness
3130,recommended,Anger
3131,bahan serius ga bersumber masuk keringat motif printan nya buram,Sadness
3132,pengiriman cepat packaging oke seller ramah recommended sih udah beli kualitas oke mantapp min tingkatkan,Love
3133,hati hati guys gua beli bener bener gabisa dipake sengaja ngasih bintang gua chat abangnya ga respon,Fear
3134,ang kota tangerang pengiriman genap ud gt barang yg ny rusak membiarkan barang video unboxing jg,Sadness
3135,baguus banget puaslah carote ditunggu makasih ya,Love
3136,miring penyok,Sadness
3137,proses pengiriman lambat banget balasan chat lambat bangeeet cancel gak,Anger
3138,pesan merah muda percaya pink ash menggunakannya dalamnya kesimpulannya penjual direkomendasikan,Anger
3139,ok,Happy
3140,tdk seampuh iklannya noda panci msh,Sadness
3141,alasan wewangian menyerupai gambar pencucian tubuh harum mencuci tubuh,Sadness
3142,muananntttaaappp syamsul,Love
3143,barangnya gajelas beli dikirim,Anger
3144,sesuai deskripsi pesanan bahan lembut nyaman dipakai sesuai harga,Happy
3145,mantab bahannya adem ukuran sesuai modelnya cantik warnanya cantik jahitan rapi menerawang,Love
3146,bagus,Anger
3147,mantabbb default dahhh topp,Love
3148,warna lucu direkomendasikan murah murah aturannya,Love
3149,makasiii bgtttt sukakkkk,Love
3150,barang bagus cepat aman,Happy
3151,bocor kebocoran penyamakan diselesaikan,Fear
3152,kemasan gaya direkomendasikan,Love
3153,sempurnaaaaaaaaaaaaaaaaaaaaaaaaaaa,Love
3154,gak sesuai gambar disitu gulanya yg hijau dikirimnya kuning sih beda harganya beda lbh enak yg hijau tokped jd pengguna nyesel,Fear
3155,kotak hancur pelanggan membeli hadiah mengecewakan paket toko plastik tipis modal bungkus gelembung,Anger
3156,solusi mogok dijalan produknya recommended berkualitas senang banget home servicenya senang banget pasangin bengkelnya,Love
3157,produknya dipaketkan rapi cacat recommended,Love
3158,ngeliat review nya bintang kebanyakan bilang semprotannya rusak bener kebagian semprotannya rusak mohon kahf produk kirim pengecekan produk nya semprotannya kecewa produknya,Sadness
3159,pengisian dijamin antusias gelembung cepat operasi senin malam periksa pagi,Love
3160,busyeettt lamaaa amit nyampe udh order,Anger
3161,aneh penjual garis garis gulungan gelembung gulungan penjual menjual gelembung menjual vga bandar huh,Fear
3162,brg dtg ga sesuai pict ga bs pake rusak pengaturan aliran air nya aza hrg flashsale ongkir,Fear
3163,produk sepenuhnya diterima lampu kepalanya gambaran bagus komoditas bagus,Love
3164,mkkasih admin daper harga murah paketan cdr n redoxon,Happy
3165,enak mengenyangkan bgt nasi putih,Happy
3166,barang aja bahan bgitu bagus,Sadness
3167,harga murah fisik diterima sesuai harapan lampu pegangan gaa berfungsi zoom fungsi gaa buruk keluhan obrolan penjual online kepuasan pelanggan don t menemukan keuntungan,Fear
3168,maaf review respons seller produk harganya murah dr recommended,Love
3169,batere aus telp marketing tunggu minggu efek,Anger
3170,ga ga instruksinya rakitnya ginana barangnya beda yg pesan,Anger
3171,wanginya menyengat lengket ditangan pengiriman cepat aman packing tebal pakai dus buble wrap langganan beli produk recommended seller,Love
3172,overpriced analisanya kualitas hard cover bagus sampe lgsg penyok,Sadness
3173,gak dpat tefal info gak konfirmasi terkait udah beli beberp kali sesuai tp kali sesuai mending official store ecommerce buruk buruk,Fear
3174,hati hati jebakan careful judul deskripsi tertulis dart game isi paket buah papan dart inch kenyataannya yg dikirim ukuran inch careful,Fear
3175,pesanan foto mencoba truk truk mengirim polisi mobil dianjurkan,Fear
3176,cepat diproses rapi cepat sesuai nyaman inisiatif mengirimkan warna piyama berbeda,Happy
3177,udah berekspektasi beli official store nya eh yg dikirim ga sesuai warna nya beli nya warna cream yg kirim warna kecewa bgt sih jujur ga konfirmasi kalo ganti warna nya kali amanah ya kak kirim barang yg ga sesuai warna kalo emang stock nya habis konfirmasi hehehe makasih,Sadness
3178,barang harga mahal berekspektasi air bubble pinggiran lobang home button kamera coba kali memperbaikinya salah pemasangannya,Fear
3179,ukuran sesuai menerawang bahan menyerap keringat jahitannya rapi warnanya bagus,Happy
3180,salah kirim produk admin banget balesnya proses retur gak,Fear
3181,kiri pembelian beli yg kanan pembelian warna kualitas berbeda pembelin bahan tipis warna secerah pembelian,Fear
3182,ang in the city of tangerang pengiriman lengkap ud gt salah item rusak mengecewakan membuka kotak video,Sadness
3183,rumah rapi nyaman rekomen material produk bagus produk sependapat murah respon seller kiriman cepat packingnya aman cashback cashbacknya belanja gratis ongkir pastinya bahannya lumayan bagus oke oke oke pokoknya ulasan lebar aja kali ya terimakasih menyimak review sekian ucapkan terimakasih patuhi protokol kesehatan masker jaga,Love
3184,cepat rusak,Sadness
3185,penjual ramah n fast respon,Happy
3186,paket cepat packing aman dapet bonus hair masker wanginya enak banget thank loreal,Happy
3187,merekomendasikan busa doank,Anger
3188,pengemasan ditingkatkan,Sadness
3189,packingnya jelek barang yg diterima kotaknya peot peot rencananya barang hadiah,Sadness
3190,barang mantap anak suka dah gitu pengiriman cepat banget pesan besok dah sampe,Love
3191,elemen dikirim berbeda gambar dikirim merek jatuh sikat penipuan,Fear
3192,barang cepat sesuai deskripsi produk berfungsi packingnya rapih dibungkus tebal recommended banget,Love
3193,megecewakan sy tukar warna mbak nya aja eeh dikirimnya ttp warna yg salah ditukar sy batalkan,Sadness
3194,iuhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhhh,Anger
3195,pesan hijau yg dtg hitam,Anger
3196,membeli barang terima mengeluh mengulangi videonya video masuk rekaman,Fear
3197,menggunakannya merek,Fear
3198,warna sesuai diinfokan,Sadness
3199,koper penyok sdh pengen nambah pengiriman jabodetabek smoga jd evaluasi seller,Fear
3200,kecewa deh beli helm pakai bubble wrap tp lecet visor helm lg lecet pengiriman tanggapan penjual,Sadness
3201,materi jujur memuaskan warna oke,Sadness
3202,bola bagus mencintai anak,Love
3203,qc oh qc lensa dalamnya pecah katnya udah cek qc picking udah nambah buble wrap perbaiki pelayanan,Anger
3204,barang ok lengkap sesuai pesanan pengemasan rapi aman pengiriman cepat terima kasih,Happy
3205,mintalah warna putih penjual hijau alasan babibu,Anger
3206,mohon maaf kasih bintang kendala disertakan batery nunchaku sedikitpun intruksi batery jenis mohon panduan ringkas menu permainan kemana tampilan panduanya seringkali hang usb terbaca gambar semut solusinya usb dilepas dipasang sensor retak kedepanya mohon infokan minus,Sadness
3207,well sampe fix bawaan terlama tokped sobek bungkusnya ok thanks dsini,Anger
3208,pengiriman nota pembelian kasi,Fear
3209,aksesoris ga rusak nya pcs pcs kali tolong check dlu ya,Fear
3210,tks barang,Happy
3211,warna nya cantik tp potongannya ga rapi jd sperti barang reject gtu maaf ya tp sy ga puas sih dg barang,Sadness
3212,barang nya kotor bintik hitam bintik putih jamuran,Fear
3213,produk mantapp,Happy
3214,toko barang rusak biaya dikenakan konsumen penjual gelembung dibebankan pembeli,Anger
3215,harga kompetitif komoditas sesuai permintaan kardus pengisian gelembung tambahan unsur aman thanksgiving keselamatan tuhan membeli sengaja tujuan mengumpulkan rokok penjual penjual menjawabnya mencapai tes berhasil sampah menggunakannya mudah bagus berat membawanya aktif terima kasih penjualnya,Love
3216,bahanya jelek harganya sdh mahal,Anger
3217,mantabb selernya banget penyabar sampe salah paham selernya tetep profesional hati positive seler game nya seru kelengkapan sesuai produk terbaru,Love
3218,barangnya ga enak udah beda,Sadness
3219,peluang admin buruk hilang pesanan admin diabaikan manajemen wingsfood,Fear
3220,produk yg dikirim tdk alias beku produk usang yg dikirim sbg konsumen sy dirugikan,Sadness
3221,silikon silikon buruk mudah ditekuk kualitas lamo bayangkan kualitas philips,Anger
3222,tanggapan faaaassst penjual bangeeettt ngabantin puaaaaaaassssss,Love
3223,kualitas suara ok banget harga terjangkau barang dijamin ori terdaftar website razer langsung pokoknya bagus bassnya kerasa,Love
3224,memuaskan korea beli vietnam puas lgs konek bgt nyampe tujuan,Happy
3225,pengemasan cepat nya cepat thank seller kurir,Happy
3226,pesan item brg yg kirim item brg brg kosong tdk infokan,Fear
3227,produk bagus utk lantai marmer parket lantai lgsg bersih kinclong penggunaan hemat,Love
3228,mantavv sesuai pesanan jose,Love
3229,penjual direkomendasikan dipesan sungai,Love
3230,kesan warna merah warna hitam menekankan obrolan,Sadness
3231,kualitas,Sadness
3232,jelek jelek jelek jelek jelek jelek jelek tinggal ngopi,Sadness
3233,barang sesuai pesanan packing rapi pas dicoba ok isi ulang dn charge pengiriman sesuai estimasi,Happy
3234,kualitas menjahit,Sadness
3235,bohong manjur,Anger
3236,elemen dikirim sesuai promosi mengecewakan,Anger
3237,warna selaras aplikasi,Anger
3238,kali beli barang research this one top dibanding yg harga kualitas beli yg cepet bgt rusak slip kl yg solid best thanks gan,Happy
3239,pesanan bocor sdh video pengiriman kacau beli rugi barang sisa,Anger
3240,produk swallow tp ukuran yg dikirim tdk sesuai deskripsi seller ga respon payah,Sadness
3241,pengemasannya rapi bagus penjualnya responsif responsif memesan terima kasih penjualnya,Love
3242,bahan bagus sesuai pesanan packing rapi recommended seller,Love
3243,produk asli original suplemen bagus efek samping semoga berproses utk menambah pigmen rambut tks,Happy
3244,kemasan ok aman bgt isi produknya nyaman dipakai,Happy
3245,barang sampe cepat packaging rapi sayang bbrp fitur tombol trigger ai lock nya ga toko mesti hub garansinya toko ga bantu mohon maaf akur bintangnya puas trimakasih,Sadness
3246,lansung coba positive bos,Happy
3247,jempol distributor produk,Love
3248,sesuai deskripsi penjua dites fungsi fiturnya berjalan dg kualitas suara mengecewakan harga yg menarik itupun bonus recomend jd best seller toped,Love
3249,barang cacat suka,Anger
3250,sdh syarat harga murah pengemasan super aman yg susut sy terima,Love
3251,jual toko toko saudara,Anger
3252,sabun lezat berolahraga,Love
3253,beli biji telp toko barang gk n d tawarin ganti murah gak eh dikirim among us yg uv bilang rugi,Anger
3254,aman tujuan buka kemasan diperiksa menangis terima kasih permintaan,Love
3255,mantab pelayanan kunjung bawaan original,Love
3256,kualitas bahan bagus,Happy
3257,penjual super beren terima kasih bantuannya,Love
3258,lampu yg nyala yg nya udah dijemur sblm dipasang ya,Sadness
3259,penjual direkomendasikan saran dikirim niat penjual membantu orang membuatnya,Fear
3260,pianika tuts nada ga bunyi suaranya hilang chat respon online,Fear
